D_9;D_8;1;63
D_9;D_3;1;72
D_9;D_11;0;188
D_9;D_17;0;45
D_9;D_4;0;130
D_9;D_12;0;42
D_8;D_10;1;86
D_8;D_4;0;52
D_8;S_3;0;80
D_8;S_2;0;147
D_10;T_1;1;80
D_10;D_18;0;142
D_10;T_2;0;136
D_10;T_3;0;83
D_10;D_11;0;31
D_10;S_7;0;150
D_10;S_3;0;168
T_1;S_7;1;76
T_1;D_16;0;150
T_1;D_6;0;160
T_1;S_9;0;52
T_1;S_2;0;183
T_1;D_12;0;42
S_7;S_3;1;177
S_7;S_9;0;150
S_7;D_12;0;40
S_3;D_7;1;172
S_3;D_2;0;112
S_3;D_1;0;101
S_3;S_1;0;123
S_3;D_14;0;167
S_3;D_6;0;80
D_7;D_6;1;108
D_7;D_12;0;28
D_7;D_11;0;175
D_7;D_4;0;125
D_7;S_2;0;143
D_6;S_4;1;149
D_6;T_2;0;52
D_6;S_1;0;126
D_6;D_4;0;35
D_6;S_8;0;162
S_4;S_6;1;29
S_4;S_1;0;40
S_4;D_13;0;141
S_4;D_11;0;72
S_4;D_14;0;48
S_6;D_13;1;76
S_6;D_16;0;191
S_6;D_4;0;199
S_6;S_8;0;123
D_13;S_9;1;61
D_13;D_18;0;135
D_13;S_5;0;56
D_13;D_12;0;69
D_13;S_1;0;111
D_13;D_3;0;89
D_13;S_8;0;153
S_9;D_14;1;71
S_9;D_15;0;121
S_9;D_3;0;56
S_9;D_12;0;54
D_14;D_12;1;168
D_14;S_8;0;32
D_14;D_4;0;75
D_14;S_2;0;65
D_14;T_2;0;101
D_12;D_3;1;163
D_12;S_2;0;33
D_12;T_2;0;174
D_12;D_11;0;45
D_12;S_1;0;194
D_12;T_3;0;30
D_3;S_8;0;101
D_3;D_4;0;46
D_3;T_2;0;164
D_17;D_5;0;21
D_17;D_4;0;56
D_17;D_2;0;150
S_8;S_5;0;146
S_8;D_5;0;143
D_18;D_11;0;136
D_18;T_3;0;52
D_18;D_2;0;137
D_11;S_5;0;110
S_2;D_2;0;139
S_2;D_15;0;126
S_2;D_16;0;117
D_15;T_3;0;50
D_4;D_5;0;118
D_4;S_1;0;196
D_1;D_16;0;158
D_2;D_5;0;98
